_TRI_FORM_TOTALS_EZ.REPORTING_YEAR,V_TRI_FORM_TOTALS_EZ.TRI_FACILITY_ID,V_TRI_FORM_TOTALS_EZ.FACILITY_NAME,V_TRI_FORM_TOTALS_EZ.STREET_ADDRESS,V_TRI_FORM_TOTALS_EZ.CITY_NAME,V_TRI_FORM_TOTALS_EZ.COUNTY_NAME,V_TRI_FORM_TOTALS_EZ.STATE_FIPS_CODE,V_TRI_FORM_TOTALS_EZ.STATE_ABBR,Code Expansion for State Abbreviation,V_TRI_FORM_TOTALS_EZ.ZIP_CODE,V_TRI_FORM_TOTALS_EZ.REGION,Code Expansion for Region,V_TRI_FORM_TOTALS_EZ.FAC_CLOSED_IND,V_TRI_FORM_TOTALS_EZ.ASGN_AGENCY,Code Expansion for Assigned Agency,V_TRI_FORM_TOTALS_EZ.ASSIGNED_AGENCY_CODE,V_TRI_FORM_TOTALS_EZ.ASGN_FEDERAL_IND,V_TRI_FORM_TOTALS_EZ.PARENT_CO_NAME,V_TRI_FORM_TOTALS_EZ.PARENT_CO_DB_NUM,V_TRI_FORM_TOTALS_EZ.STANDARDIZED_PARENT_COMPANY,V_TRI_FORM_TOTALS_EZ.EPA_REGISTRY_ID,V_TRI_FORM_TOTALS_EZ.INDUSTRY_SECTOR_CODE,V_TRI_FORM_TOTALS_EZ.PRIMARY_SIC,V_TRI_FORM_TOTALS_EZ.SIC_CODES,V_TRI_FORM_TOTALS_EZ.PRIMARY_NAICS,V_TRI_FORM_TOTALS_EZ.NAICS_CODE,V_TRI_FORM_TOTALS_EZ.CHEMICAL_NAME,V_TRI_FORM_TOTALS_EZ.TRI_CHEM_ID,V_TRI_FORM_TOTALS_EZ.CHEMICAL_ABSTRACT_NUMBER,V_TRI_FORM_TOTALS_EZ.SRS_IDENTIFIER,V_TRI_FORM_TOTALS_EZ.GENERIC_CHEM_NAME,V_TRI_FORM_TOTALS_EZ.MIXTURE_NAME,V_TRI_FORM_TOTALS_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_FORM_TOTALS_EZ.CARCINOGEN_CHEMICAL_INDICATOR,V_TRI_FORM_TOTALS_EZ.CLEAN_AIR_ACT_CHEMICAL_INDICATOR,V_TRI_FORM_TOTALS_EZ.R3350_CHEMICAL_INDICATOR,V_TRI_FORM_TOTALS_EZ.DOC_CTRL_NUM,V_TRI_FORM_TOTALS_EZ.FORM_TYPE_IND,V_TRI_FORM_TOTALS_EZ.POSTMARK_DATE,V_TRI_FORM_TOTALS_EZ.ORIG_POSTMARK,V_TRI_FORM_TOTALS_EZ.TRADE_SECRET_IND,V_TRI_FORM_TOTALS_EZ.REVISION_CODE_1,V_TRI_FORM_TOTALS_EZ.REVISION_CODE_2,V_TRI_FORM_TOTALS_EZ.TOTAL_ONSITE_RELEASE,V_TRI_FORM_TOTALS_EZ.AIR_FUG,V_TRI_FORM_TOTALS_EZ.AIR_STACK,V_TRI_FORM_TOTALS_EZ.TOTAL_AIR_RELEASE,V_TRI_FORM_TOTALS_EZ.TOTAL_WATER_RELEASE,V_TRI_FORM_TOTALS_EZ.NUMBER_OF_STREAMS,V_TRI_FORM_TOTALS_EZ.UNINJ8795,V_TRI_FORM_TOTALS_EZ.UNINJ_I,V_TRI_FORM_TOTALS_EZ.UNINJ_IIV,V_TRI_FORM_TOTALS_EZ.LANDF8795,V_TRI_FORM_TOTALS_EZ.RCRA_C,V_TRI_FORM_TOTALS_EZ.OTH_LANDF,V_TRI_FORM_TOTALS_EZ.LAND_TREA,V_TRI_FORM_TOTALS_EZ.SURF_IMP,V_TRI_FORM_TOTALS_EZ.SI_553A,V_TRI_FORM_TOTALS_EZ.SI_553B,V_TRI_FORM_TOTALS_EZ.OTH_DISP,V_TRI_FORM_TOTALS_EZ.TOTAL_LAND_RELEASE,V_TRI_FORM_TOTALS_EZ.TOTAL_POTW_TRANSFER,V_TRI_FORM_TOTALS_EZ.POTW_RELEASE,V_TRI_FORM_TOTALS_EZ.POTW_RELEASE_81C,V_TRI_FORM_TOTALS_EZ.POTW_RELEASE_81D,V_TRI_FORM_TOTALS_EZ.POTW_TREATMENT,V_TRI_FORM_TOTALS_EZ.POTW_METAL,V_TRI_FORM_TOTALS_EZ.POTW_NON_METAL,V_TRI_FORM_TOTALS_EZ.P30,V_TRI_FORM_TOTALS_EZ.P31,V_TRI_FORM_TOTALS_EZ.P32,V_TRI_FORM_TOTALS_EZ.P33,V_TRI_FORM_TOTALS_EZ.P34,V_TRI_FORM_TOTALS_EZ.P35,V_TRI_FORM_TOTALS_EZ.P36,V_TRI_FORM_TOTALS_EZ.P37,V_TRI_FORM_TOTALS_EZ.P38,V_TRI_FORM_TOTALS_EZ.P39,V_TRI_FORM_TOTALS_EZ.M10,V_TRI_FORM_TOTALS_EZ.M41,V_TRI_FORM_TOTALS_EZ.M62,V_TRI_FORM_TOTALS_EZ.M40_METAL,V_TRI_FORM_TOTALS_EZ.M61_METAL,V_TRI_FORM_TOTALS_EZ.M71,V_TRI_FORM_TOTALS_EZ.M81,V_TRI_FORM_TOTALS_EZ.M82,V_TRI_FORM_TOTALS_EZ.M72,V_TRI_FORM_TOTALS_EZ.TOTAL_OFFSITE_RELEASE,V_TRI_FORM_TOTALS_EZ.TOTAL_RECYCLING_TRANSFER,V_TRI_FORM_TOTALS_EZ.TOTAL_RECOVERY_TRANSFER,V_TRI_FORM_TOTALS_EZ.TOTAL_TREATMENT_TRANSFER,V_TRI_FORM_TOTALS_EZ.UNCLASSIFIED_TRANSFERS,V_TRI_FORM_TOTALS_EZ.TOTAL_TRANSFER,V_TRI_FORM_TOTALS_EZ.TOTAL_TQR_RELEASE,V_TRI_FORM_TOTALS_EZ.REL_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.REL_81A_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.REL_81B_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.REL_81C_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.REL_81D_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.RECYC_ONSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.RECYC_OFFSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.ENERGY_ONSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.ENERGY_OFFSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.TREATED_ONSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.TREATED_OFFSITE_CURR_YR_QTY,V_TRI_FORM_TOTALS_EZ.TOTAL_PROD_WASTE,V_TRI_FORM_TOTALS_EZ.ONE_TIME_RELEASE_QTY
2019,80401DLPHC12THF,MOLSON COORS USA LLC - GOLDEN BREWERY,12TH AND FORD STREETS,GOLDEN,JEFFERSON,08,CO,N/A,80401,8,REGION 8,0,,N/A,,C,MOLSON COORS LLC,NA,MOLSON COORS LLC,110033145736,3121,,    ,312120,    ,AMMONIA,007664417,007664417,152389,NA,NA,NO,NO,NO,0,1319217972797,L,2020-06-22,2020-06-22,0,,,23180,17880,0,17880,5300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,2200,23180,0,0,23180,0,0,0,0,0,0,1484,2200,26864,
2019,80525WDWRD1000E,WOODWARD INC,1000 E DRAKE RD,FORT COLLINS,LARIMER,08,CO,N/A,80525,8,REGION 8,0,,N/A,,C,WOODWARD INC,030359256,WOODWARD INC,110000887933,333,,    ,333618,    ,CHROMIUM,007440473,007440473,150060,NA,NA,NO,NO,YES,1,1319218014316,L,2020-06-23,2020-06-23,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.05,.05,0,.05,0,.05,0,.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.08,17811,0,0,0,17811.03,.08,0,0,0,.03,.05,0,17811,0,0,0,0,17811.08,
2019,81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,2101 S RANNEY ST,CRAIG,MOFFAT,08,CO,N/A,81626,8,REGION 8,0,,N/A,,C,NA,,NA,110041086393,2211,,    ,221112,    ,VANADIUM COMPOUNDS,N770,N770,755389,NA,NA,NO,NO,NO,0,1319218014621,L,2020-06-23,2020-06-23,0,,,87.28,5.27,81.8,87.07,0,1,0,0,0,0,0,0,0,0,0,.21,0,.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,0,0,0,0,37000,37087.28,0,0,87.28,0,37000,0,0,0,0,0,0,37087.28,
2019,81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,2101 S RANNEY ST,CRAIG,MOFFAT,08,CO,N/A,81626,8,REGION 8,0,,N/A,,C,NA,,NA,110041086393,2211,,    ,221112,    ,AMMONIA,007664417,007664417,152389,NA,NA,NO,NO,NO,0,1319218014672,L,2020-06-23,2020-06-23,0,,,10945.5,10900,0,10900,0,0,0,0,0,0,0,20,0,0,0,25.5,0,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10945.5,0,20,10925.5,0,0,0,0,0,0,0,0,10945.5,
2019,81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,2101 S RANNEY ST,CRAIG,MOFFAT,08,CO,N/A,81626,8,REGION 8,0,,N/A,,C,NA,,NA,110041086393,2211,,    ,221112,    ,SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY),007664939,007664939,152405,NA,NA,NO,NO,NO,0,1319218014696,L,2020-06-23,2020-06-23,0,,,36415,0,36415,36415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36415,0,0,36415,0,0,0,0,0,0,374752.84,0,411167.84,
2019,80216KPPRS5601F,KOPPERS INC (DENVER CO),465 W 56TH AVE,DENVER,ADAMS,08,CO,N/A,80216,8,REGION 8,0,,N/A,,C,KOPPERS INC,196991582,KOPPERS INC,110013817325,321,,    ,321114,    ,CREOSOTE,008001589,008001589,156950,NA,NA,NO,YES,NO,0,1319217838438,L,2020-06-09,2020-06-09,0,,,2900,1800,1100,2900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,51,0,51,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9042,0,9042,2900,0,0,2900,0,0,0,0,0,0,960,9042,12902,
2019,8090WRCKYMHWY85,MARTIN MARIETTA - HWY 85 FACILITY,3895 WABASH ST,COLORADO SPRINGS,EL PASO,08,CO,N/A,80906,8,REGION 8,0,,N/A,,C,MARTIN MARIETTA MATERIALS INC,809750912,MARTIN MARIETTA MATERIALS INC,110038628027,327,,    ,327320,324121    ,POLYCYCLIC AROMATIC COMPOUNDS,N590,N590,649749,NA,NA,NO,YES,YES,0,1319218213546,L,2020-06-28,2020-06-28,0,,,.7748,.4623,.3125,.7748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.7748,0,0,.7748,0,0,0,0,0,0,0,0,.7748,
2019,81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,2005 LIME RD,PUEBLO,PUEBLO,08,CO,N/A,81006,8,REGION 8,0,,N/A,,C,XCEL ENERGY,848381245,XCEL ENERGY,110000467851,2211,,    ,221112,    ,NICKEL COMPOUNDS,N495,N495,650036,NA,NA,NO,YES,YES,1,1319218084515,L,2020-06-24,2020-06-24,0,,,21130.46,.46,130,130.46,0,1,0,0,0,0,0,21000,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21130.46,0,21000,130.46,0,0,0,0,0,0,0,0,21130.46,
2019,81001SHLND250WI,KMG ELECTRONIC CHEMICALS INC,250 WILLIAM WHITE BLVD,PUEBLO,PUEBLO,08,CO,N/A,81001,8,REGION 8,0,,N/A,,C,KMG CHEMICALS INC,009744174,KMG CHEMICALS INC,110043786356,325,,    ,325180,    ,NITRIC ACID,007697372,007697372,152686,NA,NA,NO,NO,NO,0,1319218494603,L,2020-07-01,2020-07-01,0,,,238.49,.1,238.39,238.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,0,693,238.49,0,0,238.49,0,0,0,693,0,0,24384,0,25315.49,
2019,8091WBSLTC3255D,BASALITE CONCRETE PRODUCTS LLC,3255 DRENNAN RD,COLORADO SPRINGS,EL PASO,08,CO,N/A,80910,8,REGION 8,0,,N/A,,C,PACIFIC COAST BUILDING PRODUCTS,129072125,PACIFIC COAST BUILDING PRODUCTS,110070244786,327,,    ,327331,    ,MERCURY,007439976,007439976,149633,NA,NA,NO,NO,YES,1,1319217960552,L,2020-06-19,2020-06-19,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.27,0,0,0,.27,0,0,0,0,0,0,0,.27,0,0,0,0,.27,
2019,8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),5801 PECOS ST,DENVER,ADAMS,08,CO,N/A,80221,8,REGION 8,0,,N/A,,C,NA,,WELLS CONCRETE,110001436928,327,,    ,327390,    ,NICKEL,007440020,007440020,149674,NA,NA,NO,YES,YES,1,1319218518102,L,2020-07-02,2020-07-02,0,,,3.9,3.9,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,388,3.9,0,0,3.9,0,0,0,388,0,0,0,0,391.9,
2019,8064WCNYNS952YS,WEST DIRECT OIL #15 HEN,9052 YOSEMITE STREET,HENDERSON,ADAMS,08,CO,N/A,80640,8,REGION 8,0,,N/A,,C,WEST DIRECT OIL,114992008,WEST DIRECT OIL,110003002376,4247,,    ,424710,    ,ZINC COMPOUNDS,N982,N982,649699,NA,NA,NO,NO,NO,0,1319217755762,S,2020-05-14,2020-05-14,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,13125 HIGHWAY 40,HAYDEN,ROUTT,08,CO,N/A,81639,8,REGION 8,0,,N/A,,C,XCEL ENERGY,848381245,XCEL ENERGY,110012355281,2211,,    ,221112,    ,MERCURY COMPOUNDS,N458,N458,650028,NA,NA,NO,NO,YES,1,1319218084871,L,2020-06-24,2020-06-24,0,,,35.9435,.0035,1.74,1.7435,0,0,0,0,0,0,0,34.2,0,0,0,0,0,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.9435,0,34.2372,1.7436,0,0,0,0,0,0,0,0,35.9808,
2019,80125LDCST8392R,OLDCASTLE PRECAST INC,8392 RIVERVIEW PKWY,LITTLETON,DOUGLAS,08,CO,N/A,80125,8,REGION 8,0,,N/A,,C,CRH AMERICAS INC,037176591,CRH AMERICAS INC,110041098718,327,,    ,327390,    ,MERCURY COMPOUNDS,N458,N458,650028,NA,NA,NO,NO,YES,1,1319218058954,L,2020-06-24,2020-06-24,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.3,0,0,0,.3,0,0,0,0,0,0,0,.3,0,0,0,0,.3,
2019,81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,2100 S FWY,PUEBLO,PUEBLO,08,CO,N/A,81004,8,REGION 8,0,,N/A,,C,EVRAZ INC N.A.,009106055,EVRAZ INC NORTH AMERICA,110000467833,331,,    ,331110,    ,HYDROGEN FLUORIDE,007664393,007664393,152371,NA,NA,NO,NO,YES,0,1319217824337,L,2020-06-05,2020-06-05,0,,,35430,0,35430,35430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35430,0,0,35430,0,0,0,0,0,0,0,0,35430,
2019,81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,2100 S FWY,PUEBLO,PUEBLO,08,CO,N/A,81004,8,REGION 8,0,,N/A,,C,EVRAZ INC N.A.,009106055,EVRAZ INC NORTH AMERICA,110000467833,331,,    ,331110,    ,NICKEL COMPOUNDS,N495,N495,650036,NA,NA,NO,YES,YES,1,1319217824426,L,2020-06-05,2020-06-05,0,,,477,14,277,291,186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,4137,0,0,0,4506,846,0,0,477,369,0,0,4137,0,0,0,0,4983,
2019,81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,2100 S FWY,PUEBLO,PUEBLO,08,CO,N/A,81004,8,REGION 8,0,,N/A,,C,EVRAZ INC N.A.,009106055,EVRAZ INC NORTH AMERICA,110000467833,331,,    ,331110,    ,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N150,755371,NA,NA,NO,YES,YES,0,1319217824313,L,2020-06-05,2020-06-05,0,,,9.072,0,9.072,9.072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.072,0,0,9.072,0,0,0,0,0,0,0,0,9.072,
2019,80239MLHGH11100,MILE HIGH EQUIPMENT LLC,11100 E 45TH AVE,DENVER,DENVER,08,CO,N/A,80239,8,REGION 8,0,,N/A,,C,ALI GROUP NA,079803309,ALI GROUP NA,110000467209,333,,    ,333415,    ,CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION),N090,N090,649475,NA,NA,YES,NO,YES,1,1319217887405,L,2020-06-15,2020-06-15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30309,0,0,0,30309,0,0,0,0,0,0,0,30309,0,0,0,0,30309,
2019,80621GLDNL1405E,GOLDEN ALUMINUM,1405 E 14TH ST,FORT LUPTON,WELD,08,CO,N/A,80621,8,REGION 8,0,,N/A,,C,NA,,NA,110000467539,331,,    ,331315,    ,DIOXIN AND DIOXIN-LIKE COMPOUNDS,N150,N150,755371,NA,NA,NO,YES,YES,0,1319218063345,L,2020-06-24,2020-06-24,0,,,.0061825,.0001234,.0060591,.0061825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5523,0,0,0,0,.5523,.5584825,0,0,.0061825,.5523,0,0,0,0,0,0,0,.5584825,
2019,80621GLDNL1405E,GOLDEN ALUMINUM,1405 E 14TH ST,FORT LUPTON,WELD,08,CO,N/A,80621,8,REGION 8,0,,N/A,,C,NA,,NA,110000467539,331,,    ,331315,    ,ETHYLBENZENE,000100414,000100414,19406,NA,NA,NO,YES,YES,0,1319218063358,L,2020-06-24,2020-06-24,0,,,468,113,355,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2704,0,2704,468,0,0,468,0,0,0,0,0,0,35155,2704,38327,
2019,81001TRNCX101WI,TRANE CO,101 WILLIAM WHITE BLVD,PUEBLO,PUEBLO,08,CO,N/A,81001,8,REGION 8,0,,N/A,,C,TRANE TECHNOLOGIES CO LLC,001368026,INGERSOLL-RAND CO,110000467815,333,,    ,333415,    ,MANGANESE,007439965,007439965,149625,NA,NA,NO,NO,YES,0,1319218360612,L,2020-06-30,2020-06-30,0,,,25.53,24.74,.79,25.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15933,0,0,0,15938,30.53,0,0,25.53,5,0,0,15933,0,0,0,0,15963.53,
2019,80906HNYWL1150E,ATMEL CORP,1150 E CHEYENNE MOUNTAIN BLVD,COLORADO SPRINGS,EL PASO,08,CO,N/A,80906,8,REGION 8,0,,N/A,,C,NA,,MICROCHIP TECHNOLOGY INC,110000467673,334,,    ,334413,    ,HYDROGEN FLUORIDE,007664393,007664393,152371,NA,NA,NO,NO,YES,0,1319218501613,L,2020-07-01,2020-07-01,0,,,8105,5,8100,8105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8105,0,0,8100,0,0,0,0,0,0,56000,0,64100,
2019,80642CHMCLHUDSO,CHEMICAL & METAL INDUSTRIES INC,23465 CHEM TECH AVE,HUDSON,WELD,08,CO,N/A,80642,8,REGION 8,0,,N/A,,C,NA,,NA,110012141798,325,,    ,325180,    ,HEXACHLOROBENZENE,000118741,000118741,30346,NA,NA,NO,YES,YES,0,1319217635592,L,2020-03-04,2020-03-04,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,53,53,
2019,80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,598 3RD ST,MEAD,WELD,08,CO,N/A,80542,8,REGION 8,0,,N/A,,C,NA,,BOULDER SCIENTIFIC CO,110000467469,325,,    ,325199,    ,XYLENE (MIXED ISOMERS),001330207,001330207,84970,NA,NA,NO,NO,YES,1,1319217662307,L,2020-03-31,2020-03-31,0,,,43.7,3.1,40.6,43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24526,0,24526,43.7,0,0,43.7,0,0,0,0,0,0,0,24526,24569.7,
2019,80542BLDRS5983R,BOULDER SCIENTIFIC CO LLC - MEAD FACILITY,598 3RD ST,MEAD,WELD,08,CO,N/A,80542,8,REGION 8,0,,N/A,,C,NA,,BOULDER SCIENTIFIC CO,110000467469,325,,    ,325199,    ,TRIETHYLAMINE,000121448,000121448,31708,NA,NA,NO,NO,YES,0,1319217662295,L,2020-03-31,2020-03-31,0,,,9.6,2.3,7.3,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4405,0,4405,9.6,0,0,9.6,0,0,0,0,0,0,0,4405,4414.6,
2019,8002WRWLFL587E5,A R WILFLEY & SONS INC,5870 E 56TH AVE,COMMERCE CITY,ADAMS,08,CO,N/A,80022,8,REGION 8,0,,N/A,,C,NA,,NA,110067046066,333,,    ,333914,    ,CHROMIUM,007440473,007440473,150060,NA,NA,NO,NO,YES,1,1319218049120,L,2020-06-24,2020-06-24,0,,,.95,.95,0,.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12026,0,0,0,12026,.95,0,0,.95,0,0,0,12026,0,0,0,0,12026.95,
2019,80401VLLYM17755,ROCKY MOUNTAIN METAL CONTAINER,17755 W 32ND AVE,GOLDEN,JEFFERSON,08,CO,N/A,80401,8,REGION 8,0,,N/A,,C,MOLSON COORS LLC,NA,MOLSON COORS LLC,110033145745,332,,    ,332431,    ,LEAD,007439921,007439921,149583,NA,NA,NO,YES,YES,1,1319218430155,L,2020-06-30,2020-06-30,0,,,.58,0,.08,.08,.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,487,.58,0,0,.58,0,0,0,487,0,0,0,0,487.58,
2019,80026LFRGW1160R,MARTIN MARIETTA ROCK CREEK READY MIX,1160 ROCK CREEK CT,LAFAYETTE,BOULDER,08,CO,N/A,80026,8,REGION 8,0,,N/A,,C,MARTIN MARIETTA MATERIALS INC,809750912,MARTIN MARIETTA MATERIALS INC,110012702664,327,,    ,327320,    ,LEAD  and LEAD COMPOUNDS,N420,N420,650002,NA,NA,YES,NO,YES,1,1319218213510,L,2020-06-28,2020-06-28,0,,,.5147,0,.5147,.5147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5147,0,0,.5147,0,0,6.894,0,0,0,0,0,7.4087,
2019,80216SHLND156W5,NEXEO SOLUTIONS LLC,156 W 56TH AVE,DENVER,ADAMS,08,CO,N/A,80216,8,REGION 8,0,,N/A,,C,NEXEO SOLUTIONS HOLDINGS LLC,078346156,UNIVAR SOLUTIONS USA INC,110000859438,4246,,    ,424690,    ,N-HEXANE,000110543,000110543,26740,NA,NA,NO,NO,YES,0,1319218519433,L,2020-07-06,2020-07-06,0,,,620.9924,620.9924,0,620.9924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,620.9924,0,0,620.9924,0,0,0,6.25,0,0,0,0,627.2424,
2019,80216SHLND156W5,NEXEO SOLUTIONS LLC,156 W 56TH AVE,DENVER,ADAMS,08,CO,N/A,80216,8,REGION 8,0,,N/A,,C,NEXEO SOLUTIONS HOLDINGS LLC,078346156,UNIVAR SOLUTIONS USA INC,110000859438,4246,,    ,424690,    ,METHANOL,000067561,000067561,4283,NA,NA,NO,NO,YES,0,1319218519395,L,2020-07-06,2020-07-06,0,,,2518.717,2518.717,0,2518.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100.0001,0,0,0,0,2100.0001,4618.7171,0,0,2518.717,0,2100.0001,0,0,0,0,0,0,4618.7171,
2019,80014LFRGW2650C,MARTIN MARIETTA CHAMBERS READY MIX,2650 CHAMBERS RD,AURORA,ADAMS,08,CO,N/A,80011,8,REGION 8,0,,N/A,,C,MARTIN MARIETTA MATERIALS INC,809750912,MARTIN MARIETTA MATERIALS INC,110012703075,327,,    ,327320,    ,NITRATE COMPOUNDS,N511,N511,649616,NA,NA,NO,NO,NO,0,1319218213496,L,2020-06-28,2020-06-28,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.804,0,0,0,0,0,108.804,
